,Investigation Type,Event Date,Location,Country,Airport Name,Injury Severity,Aircraft Damage,Make,Model,Amateur Built,Number Of Engines,Engine Type,Purpose Of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Total Passengers,Make-Model
2214,Accident,1982-08-02,"CALUMET, OK",United States,MOBERLY,Fatal,Destroyed,Cessna,182M,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna 182M
2218,Accident,1982-08-02,"ABBEVILLE, LA",United States,Unknown,Fatal,Substantial,Cessna,182P,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna 182P
2221,Accident,1982-08-02,"LOS ANGELES, CA",United States,Unknown,Fatal,Substantial,Cessna,150M,No,1.0,Reciprocating,Unknown,0.0,0.0,2.0,0.0,VMC,Cruise,2.0,Cessna 150M
2227,Accident,1982-08-03,"SCHROON LAKE, NY",United States,SCHROON LAKE,Fatal,Substantial,Cessna,310C,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna 310C
2235,Accident,1982-08-03,"NEAR KENAI, AK",United States,Unknown,Fatal,Substantial,Cessna,207,No,1.0,Reciprocating,Unknown,0.0,6.0,0.0,0.0,VMC,Climb,6.0,Cessna 207
2239,Accident,1982-08-04,"RALEIGH, NC",United States,RALEIGH DURHAM MUNICIPAL,Fatal,Destroyed,Piper,PA-32-260,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Takeoff,1.0,Piper PA-32-260
2244,Accident,1982-08-04,"LIVERMORE, CA",United States,Unknown,Fatal,Substantial,Cessna,210,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Climb,1.0,Cessna 210
2252,Incident,1982-08-05,"ST. JOSEPH, MO",United States,ROSECRANS MEMORIAL,Incident,Minor,Mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC,Climb,2.0,Mitsubishi MU-2B-25
2264,Accident,1982-08-06,"GRAFTON, ND",United States,GRAFTON MUNICIPAL,Fatal,Minor,Grumman,G-164B,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Taxi,3.0,Grumman G-164B
2280,Accident,1982-08-07,"VERO BEACH, FL",United States,NEW HIBISCUS,Fatal,Substantial,Piper,PA-38,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Piper PA-38
2286,Accident,1982-08-08,"BANDERA, TX",United States,Unknown,Fatal,Destroyed,Piper,PA-23-250,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Cruise,1.0,Piper PA-23-250
2297,Accident,1982-08-08,"NO. RICHLAND HI, TX",United States,MANGHAM,Fatal,Substantial,Mooney,M20J,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Landing,4.0,Mooney M20J
2309,Accident,1982-08-09,"BOUNTIFUL, UT",United States,SALT LAKE SKYPARK,Fatal,Substantial,Cessna,421C,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna 421C
2323,Accident,1982-08-10,"MALIN, OK",United States,MALIN,Fatal,Substantial,Piper,PA-36-285,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Takeoff,1.0,Piper PA-36-285
2324,Accident,1982-08-10,"PAYSON, AZ",United States,PAYSON,Fatal,Substantial,Beech,E55,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Approach,1.0,Beech E55
2326,Accident,1982-08-11,"LAKE BERRYESSA, CA",United States,GAMBLE RANCH,Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Piper PA-18
2331,Accident,1982-08-11,"PORTER, ME",United States,Unknown,Fatal,Substantial,Cessna,180H,No,1.0,Reciprocating,Unknown,2.0,1.0,2.0,0.0,VMC,Takeoff,5.0,Cessna 180H
2332,Accident,1982-08-11,"SANDIA, TX",United States,ARROWHEAD AIRPORT,Fatal,Substantial,Cessna,172A,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Cessna 172A
2338,Accident,1982-08-12,"TULSA, OK",United States,TULSA INTL,Fatal,Destroyed,Beech,H35,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Takeoff,2.0,Beech H35
2342,Accident,1982-08-12,"CORPUS CHRISTI, TX",United States,CORPUS,Fatal,Substantial,Beech,E18S,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Beech E18S
2344,Accident,1982-08-12,"GLADEWATER, TX",United States,GLADEWATER,Fatal,Substantial,Cessna,337D,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna 337D
2350,Accident,1982-08-12,"BIRMINGHAM, AL",United States,BIRMINGHAM MUNICIPAL,Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC,Landing,5.0,Beech 58
2353,Accident,1982-08-13,"LAKEWOOD, NJ",United States,LAKEWOOD,Fatal,Destroyed,Beech,E18S,No,2.0,Reciprocating,Unknown,0.0,1.0,1.0,0.0,VMC,Cruise,2.0,Beech E18S
2357,Incident,1982-08-13,"NEAR ANVIK, AK",United States,ANVIK,Incident,Minor,Cessna,207,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna 207
2378,Accident,1982-08-14,"KANKAKEE, IL",United States,GREATER KANKAKEE,Fatal,Substantial,Piper,PA-28-151,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Piper PA-28-151
2393,Accident,1982-08-15,"BRITTON, SD",United States,BRITTON MUNICIPAL,Fatal,Substantial,Cessna,A188B,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna A188B
2394,Incident,1982-08-16,"EL PASO, TX",United States,EL PASO INT'L,Incident,Minor,Cessna,421B,No,2.0,Turbo Prop,Business,0.0,0.0,1.0,0.0,VMC,Descent,1.0,Cessna 421B
2422,Accident,1982-08-17,"MARIANNA, AR",United States,GERRARD,Fatal,Substantial,Grumman,G164A,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Grumman G164A
2427,Accident,1982-08-18,"CAMDENTON, MO",United States,CAMDENTON MEMORIAL,Fatal,Substantial,Mitsubishi,MU-2B-20,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,1.0,VMC,Approach,1.0,Mitsubishi MU-2B-20
2428,Accident,1982-08-18,"GRAND CHENIER, LA",United States,Unknown,Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Landing,3.0,Cessna A185F
2432,Accident,1982-08-18,"NEAR TYONEK, AK",United States,Unknown,Fatal,Substantial,Cessna,185,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC,Maneuvering,2.0,Cessna 185
2440,Accident,1982-08-20,"FISK, MO",United States,Unknown,Fatal,Destroyed,Piper,PA-25-235,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Piper PA-25-235
2452,Accident,1982-08-20,"HOLDREGE, NE",United States,BREWSTER,Fatal,Substantial,Eagle,DW-1,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Eagle DW-1
2496,Accident,1982-08-23,"DILLINGHAM, AK",United States,Unknown,Fatal,Destroyed,Piper,PA-28R,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,VMC,Cruise,3.0,Piper PA-28R
2502,Accident,1982-08-23,"SILVER CITY, NM",United States,TURNER RIDGEPORT,Fatal,Substantial,Cessna,401A,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Cessna 401A
2514,Accident,1982-08-25,"DEL NORTE, CO",United States,Unknown,Fatal,Substantial,Convair,340,No,2.0,Reciprocating,Ferry,0.0,2.0,0.0,0.0,IMC,Cruise,2.0,Convair 340
2516,Accident,1982-08-25,"CAMPBELLSVILLE, KY",United States,TAYLOR COUNTY,Fatal,Substantial,Piper,PA-34,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Taxi,1.0,Piper PA-34
2518,Accident,1982-08-25,"SARATOGA SPRING, NY",United States,Unknown,Fatal,Substantial,Cessna,421C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,Approach,2.0,Cessna 421C
2519,Accident,1982-08-25,"COLUMBIA, LA",United States,KEAHEY,Fatal,Substantial,Grumman,G-164A,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Grumman G-164A
2520,Accident,1982-08-25,"NEAR DILLINGHAM, AK",United States,THE QUEENS,Fatal,Substantial,Piper,PA-32,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,VMC,Takeoff,7.0,Piper PA-32
2525,Accident,1982-08-27,"BOISE, ID",United States,BOISE AIR TERMINAL,Fatal,Destroyed,Cessna,T207A,No,1.0,Reciprocating,Unknown,0.0,0.0,3.0,4.0,VMC,Takeoff,7.0,Cessna T207A
2531,Accident,1982-08-27,"HEALY, AK",United States,MINE STRIP,Fatal,Destroyed,Cessna,TU206,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Landing,3.0,Cessna TU206
2537,Accident,1982-08-27,"GREENSBORO, NC",United States,AIR HARBOR,Fatal,Substantial,Cessna,177,No,1.0,Reciprocating,Business,0.0,0.0,1.0,2.0,VMC,Landing,3.0,Cessna 177
2539,Accident,1982-08-27,"ALVIN, TX",United States,Unknown,Fatal,Substantial,Air Tractor,AT-400,No,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,VMC,Maneuvering,1.0,Air Tractor AT-400
2561,Accident,1982-08-29,"COUNCIL BLUFFS, IA",United States,EPPLEY AIRFIELD,Fatal,Destroyed,Cessna,T310R,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,UNK,Approach,2.0,Cessna T310R
2577,Accident,1982-08-30,"EGEGIK, AK",United States,BARTLETT'S STRIP,Fatal,Destroyed,Piper,PA-32-300,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Takeoff,3.0,Piper PA-32-300
2583,Accident,1982-08-30,"CASA GRANDE, AZ",United States,PRIVATE STRIP,Fatal,Substantial,Cessna,188,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna 188
2585,Accident,1982-08-30,"HELENA, MT",United States,WILHELM RANCH,Fatal,Substantial,Beech,A23-19,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Beech A23-19
2586,Accident,1982-08-30,"CHICAGO, IL",United States,MIDWAY,Fatal,Substantial,Beech,G18S,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Beech G18S
2587,Accident,1982-08-31,"MECHANICSVILLE, IA",United States,JOHN MOFFIT FARMSTRIP,Fatal,Destroyed,Cessna,T188C,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna T188C
2588,Accident,1982-08-31,"KAYENTA, AZ",United States,KAYENTA,Fatal,Destroyed,Piper,PA-28-235,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Takeoff,1.0,Piper PA-28-235
2590,Accident,1982-08-31,"KATY, TX",United States,KATY,Fatal,Destroyed,Cessna,U206F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna U206F
2594,Accident,1982-08-31,"NEAR SKWENTNA, AK",United States,Unknown,Fatal,Substantial,De Havilland,DHC-3,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Cruise,3.0,De Havilland DHC-3
2595,Accident,1982-08-31,"MADISON, FL",United States,Unknown,Fatal,Substantial,Boeing,A75N1,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Boeing A75N1
2597,Accident,1982-09-01,"PLAINVIEW, TX",United States,HALE COUNTY,Fatal,Minor,Beech,95-C55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Approach,2.0,Beech 95-C55
2598,Incident,1982-09-01,"APPLETON, WI",United States,OUTAGAMIE CO. A/P,Incident,Minor,Swearingen,SA-226TC,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Swearingen SA-226TC
2611,Accident,1982-09-02,"NEAR LAKELAND, FL",United States,Unknown,Fatal,Destroyed,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Maneuvering,2.0,Piper PA-31-350
2618,Accident,1982-09-02,"GOODLAND, KS",United States,RENNER FLD-GOODLAND MUNI,Fatal,Substantial,Beech,95-B55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Beech 95-B55
2625,Accident,1982-09-02,"FAIRBANKS, AK",United States,METRO,Fatal,Substantial,Cessna,402,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,Takeoff,6.0,Cessna 402
2633,Accident,1982-09-03,"FRESNO, CA",United States,FRESNO CHANDLER DOWNTOWN,Fatal,Substantial,Beech,95-A55,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Beech 95-A55
2650,Accident,1982-09-04,"NR. MCGRATH, AK",United States,UNIMPROVED STRIP,Fatal,Substantial,Maule,M-5,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Takeoff,3.0,Maule M-5
2651,Accident,1982-09-05,"23 MI ENE TOUTL, WA",United States,Unknown,Fatal,Destroyed,Piper,PA-32-300,No,1.0,Reciprocating,Unknown,2.0,5.0,0.0,0.0,VMC,Cruise,7.0,Piper PA-32-300
2656,Accident,1982-09-05,"KATY, TX",United States,HARBICAN,Fatal,Minor,Bellanca,8GCBC,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,VMC,Takeoff,4.0,Bellanca 8GCBC
2668,Accident,1982-09-05,"NEAR KIPNUK, AK",United States,Unknown,Fatal,Substantial,Cessna,207A,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna 207A
2691,Accident,1982-09-08,"NEAR ST. PETERS, FL",United States,Unknown,Fatal,Destroyed,Cessna,T210N,No,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC,Descent,2.0,Cessna T210N
2695,Accident,1982-09-08,"NEAR CLEAR, AK",United States,BUSH STRIP,Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Piper PA-18
2696,Accident,1982-09-08,"HOLLAND, MI",United States,TULIP CITY,Fatal,Substantial,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Taxi,1.0,Piper PA-23-250
2713,Accident,1982-09-09,"RIVERSIDE, CA",United States,RIVERSIDE MUNICIPAL,Fatal,Substantial,Cessna,T207A,No,1.0,Reciprocating,Unknown,0.0,0.0,2.0,0.0,IMC,Go-around,2.0,Cessna T207A
2721,Accident,1982-09-10,"FALCON, CO",United States,MEADOW LAKE,Fatal,Substantial,Mooney,M20E,No,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC,Takeoff,2.0,Mooney M20E
2722,Accident,1982-09-10,"DELTA, UT",United States,Unknown,Fatal,Substantial,Piper,PA-31T,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,4.0,VMC,Landing,4.0,Piper PA-31T
2724,Accident,1982-09-10,"TOMBALL, TX",United States,DAVID WAYNE HOOKS,Fatal,Substantial,Cessna,310R,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,Landing,5.0,Cessna 310R
2737,Accident,1982-09-11,"NASHVILLE, GA",United States,Unknown,Fatal,Substantial,Cessna,188,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna 188
2739,Accident,1982-09-12,"HAYDEN, CO",United States,YAMPA VALLEY,Fatal,Destroyed,Mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Business,6.0,0.0,0.0,0.0,VMC,Takeoff,6.0,Mitsubishi MU-2B-25
2743,Accident,1982-09-12,"GAGE, NM",United States,Unknown,Fatal,Substantial,Cessna,P210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna P210N
2753,Accident,1982-09-13,"PROSPECT, KY",United States,Unknown,Fatal,Substantial,Cessna,172RG,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,IMC,Descent,4.0,Cessna 172RG
2756,Accident,1982-09-13,"RED LEVEL, AL",United States,Unknown,Fatal,Substantial,Piper,PA-25,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Piper PA-25
2759,Accident,1982-09-14,"NEW IBERIA, LA",United States,Unknown,Fatal,Destroyed,Cessna,180K,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Cessna 180K
2762,Accident,1982-09-14,"BAXLEY, GA",United States,BAXLEY MUNI,Fatal,Substantial,Piper,PA-25,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Piper PA-25
2763,Accident,1982-09-14,"GRAND CANYON, AZ",United States,GRAND CANYON NAT'L PARK,Fatal,Substantial,Cessna,402,No,2.0,Reciprocating,Unknown,0.0,1.0,6.0,3.0,VMC,Cruise,10.0,Cessna 402
2764,Accident,1982-09-14,"3/4 N.E. OF NUC, CO",United States,Unknown,Fatal,Substantial,Cessna,182P,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna 182P
2769,Accident,1982-09-15,"MILLRY, AL",United States,Unknown,Fatal,Substantial,Cessna,172F,No,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,Cruise,1.0,Cessna 172F
2771,Accident,1982-09-15,"KEMMERER, WY",United States,KEMMERER MUNICIPAL,Fatal,Substantial,Cessna,U206F,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna U206F
2779,Accident,1982-09-16,"FORT WAYNE, IN",United States,SMITH FIELD,Fatal,Substantial,Piper,PA-23-250,No,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Taxi,4.0,Piper PA-23-250
2782,Accident,1982-09-16,"SOCIETY HILL, AL",United States,AG STRIP,Fatal,Substantial,Grumman,G-164B,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Grumman G-164B
2792,Accident,1982-09-17,"INDIANAPOLIS, IN",United States,INDIANAPOLIS INTERN.,Fatal,Substantial,Beech,G18S,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Beech G18S
2822,Accident,1982-09-19,"FRANKLIN, VA",United States,Unknown,Fatal,Substantial,Beech,B-19,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,1.0,Beech B-19
2825,Accident,1982-09-20,"GREENVILLE, KY",United States,Unknown,Fatal,Destroyed,Grumman,G-164,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Grumman G-164
2834,Accident,1982-09-21,"GOVERNMENT CAMP, OR",United States,Unknown,Fatal,Substantial,Mooney,M20E,No,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,VMC,Cruise,2.0,Mooney M20E
2836,Accident,1982-09-21,"LANGDON, ND",United States,LANGDON MUNICIPAL,Fatal,Substantial,Piper,PA-34,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,VMC,Takeoff,4.0,Piper PA-34
2848,Accident,1982-09-22,"WALLER, TX",United States,Unknown,Fatal,Substantial,Helio,H-295,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Helio H-295
2849,Accident,1982-09-23,"SAN GORGONIO, CA",United States,Unknown,Fatal,Destroyed,Piper,PA-32R-301T,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Cruise,1.0,Piper PA-32R-301T
2859,Accident,1982-09-23,"MAGMA, AZ",United States,Unknown,Fatal,Substantial,Grumman,G-164A,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,1.0,Grumman G-164A
2861,Accident,1982-09-23,"NENANA, AK",United States,NENANA MUNICIPAL,Fatal,Substantial,Cessna,U206,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna U206
2863,Accident,1982-09-24,"AFTON, OK",United States,Unknown,Fatal,Destroyed,Cessna,421B,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Approach,1.0,Cessna 421B
2875,Accident,1982-09-25,"SUGARGROVE, IL",United States,AURORA,Fatal,Destroyed,Cessna,340A,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Go-around,1.0,Cessna 340A
2881,Accident,1982-09-26,"BELDEN, CA",United States,Unknown,Fatal,Destroyed,Cessna,305A,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Maneuvering,2.0,Cessna 305A
2887,Accident,1982-09-26,"PANACA, NV",United States,Unknown,Fatal,Substantial,Piper,PA-23-250,No,2.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC,Cruise,1.0,Piper PA-23-250
2896,Accident,1982-09-26,"BEDFORD PARK, IL",United States,Unknown,Fatal,Substantial,Cessna,207,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna 207
2920,Incident,1982-09-30,"KENAI, AK",United States,KENAI AIRPORT,Incident,Minor,Piper,PA31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,VMC,Approach,7.0,Piper PA31-350
2927,Accident,1982-09-30,"SAN MARCOS, TX",United States,ROB'T LOWMAN MUNI,Fatal,Substantial,Cessna,170B,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna 170B
2940,Incident,1982-10-02,"NEAR PORT HEIDE, AK",United States,Unknown,Incident,Minor,Piper,PA-32-300,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Taxi,1.0,Piper PA-32-300
2968,Accident,1982-10-03,"ALBUQUERQUE, NM",United States,ALBUQUERQUE,Fatal,Substantial,Waco,UPF-7,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Waco UPF-7
2977,Accident,1982-10-04,"FLAT, AK",United States,JULIAN CREEK,Fatal,Substantial,Cessna,206,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna 206
2978,Accident,1982-10-04,"DYERSBURG, TN",United States,Unknown,Fatal,Substantial,Piper,PA-31-310,No,2.0,Reciprocating,Unknown,0.0,0.0,5.0,0.0,VMC,Descent,5.0,Piper PA-31-310
2986,Accident,1982-10-05,"ROWLAND, NC",United States,DAVIS,Fatal,Substantial,Grumman,G-164B,No,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0,Grumman G-164B
2987,Accident,1982-10-05,"LAKE PLACID, FL",United States,Unknown,Fatal,Substantial,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Approach,2.0,Piper PA-23-250
2988,Accident,1982-10-05,"SPARTA, MI",United States,SPARTA,Fatal,Substantial,Cessna,T188C,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Takeoff,1.0,Cessna T188C
2998,Accident,1982-10-07,"ROCK SPRINGS, WY",United States,OIL WELL SITE,Fatal,Substantial,Cessna,TU206G,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,Landing,5.0,Cessna TU206G
3005,Accident,1982-10-08,"40 NM WNW SALMO, ID",United States,COLD MEADOWS USFS,Fatal,Substantial,Cessna,206,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Takeoff,3.0,Cessna 206
3006,Accident,1982-10-08,"ALLENDALE, SC",United States,ALLENDALE COUNTY,Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Cruise,2.0,Beech 58
3013,Accident,1982-10-09,"MACON, GA",United States,LEWIS B. WILSON,Fatal,Substantial,Beech,S35,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Taxi,1.0,Beech S35
3026,Accident,1982-10-10,"GUALALA, CA",United States,OCEAN RIDGE,Fatal,Substantial,Piper,PA-28R,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,VMC,Takeoff,4.0,Piper PA-28R
3032,Accident,1982-10-11,"SAN ANTONIO, TX",United States,SAN ANTONIO INTER,Fatal,Substantial,Cessna,414A,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Taxi,2.0,Cessna 414A
3038,Accident,1982-10-12,NEAR ST. CROIX,Unknown,Unknown,Fatal,Destroyed,Piper,PA-32-300,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,Piper PA-32-300
3039,Accident,1982-10-13,"BELLEVUE, WA",United States,BELLEVUE AIRFIELD,Fatal,Substantial,Cessna,340,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna 340
3055,Accident,1982-10-15,"INDIANAPOLIS, IN",United States,EAGLE CREEK,Fatal,Substantial,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Takeoff,3.0,Piper PA-23-250
3087,Accident,1982-10-19,"SUN CITY, CA",United States,Unknown,Fatal,Substantial,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Piper PA-23-250
3089,Accident,1982-10-20,"LEMONT, IL",United States,Unknown,Fatal,Destroyed,Cessna,R182,No,1.0,Reciprocating,Business,1.0,2.0,0.0,0.0,VMC,Cruise,3.0,Cessna R182
3094,Accident,1982-10-20,MISSING ACFT,MISSING,Unknown,Fatal,Destroyed,Piper,PA-31,No,2.0,Reciprocating,Unknown,8.0,0.0,0.0,0.0,UNK,Unknown,8.0,Piper PA-31
3114,Accident,1982-10-24,"BASTROP, LA",United States,MOREHOUSE MEM.,Fatal,Destroyed,Cessna,310C,No,2.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Approach,1.0,Cessna 310C
3116,Accident,1982-10-24,"MADRAS, OR",United States,Unknown,Fatal,Substantial,Maule,M-5-210C,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Maule M-5-210C
3119,Accident,1982-10-24,"UPLAND, CA",United States,CABLE AIRPORT,Fatal,Substantial,Cessna,402B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,2.0,Cessna 402B
3128,Accident,1982-10-26,"MACK, CO",United States,Unknown,Fatal,Destroyed,Cessna,172G,No,1.0,Reciprocating,Business,1.0,1.0,1.0,0.0,VMC,Cruise,3.0,Cessna 172G
